Эпоха [0/60] Итерация [0/51, Loss: 0.1770254373550415, Triplets: 28906\]

Эпоха [27/60] Итерация [50/51, Loss: 0.14843609929084778, Triplets: 1423\]

Эпоха [28/60] Итерация [0/51, Loss: 0.15293355286121368, Triplets: 2967\]

Эпоха [28/60] Итерация [50/51, Loss: 0.1033087819814682, Triplets: 419\]

Эпоха [29/60] Итерация [0/51, Loss: 0.10577511042356491, Triplets: 1652\]

Эпоха [29/60] Итерация [50/51, Loss: 0.1095346212387085, Triplets: 863\]

Эпоха [30/60] Итерация [0/51, Loss: 0.10478454828262329, Triplets: 2098\]

Эпоха [30/60] Итерация [50/51, Loss: 0.13241122663021088, Triplets: 1945\]

Val accuracy: 0.6011396011396012
Эпоха [31/60] Итерация [0/51, Loss: 0.12339506298303604, Triplets: 2407\]

Эпоха [31/60] Итерация [50/51, Loss: 0.11155103147029877, Triplets: 1250\]

Эпоха [32/60] Итерация [0/51, Loss: 0.124814473092556, Triplets: 2695\]

Эпоха [32/60] Итерация [50/51, Loss: 0.12174113839864731, Triplets: 1315\]

Эпоха [33/60] Итерация [0/51, Loss: 0.11920905858278275, Triplets: 2369\]

Эпоха [33/60] Итерация [50/51, Loss: 0.14432178437709808, Triplets: 2421\]

Эпоха [34/60] Итерация [0/51, Loss: 0.15462690591812134, Triplets: 3834\]

Эпоха [34/60] Итерация [50/51, Loss: 0.10131369531154633, Triplets: 1044\]

Эпоха [35/60] Итерация [0/51, Loss: 0.1329418569803238, Triplets: 2153\]

Эпоха [35/60] Итерация [50/51, Loss: 0.11312619596719742, Triplets: 2119\]

Val accuracy: 0.5985754985754985
Эпоха [36/60] Итерация [0/51, Loss: 0.11213521659374237, Triplets: 2709\]

Эпоха [36/60] Итерация [50/51, Loss: 0.09711022675037384, Triplets: 542\]

Эпоха [37/60] Итерация [0/51, Loss: 0.10755614191293716, Triplets: 1994\]

Эпоха [37/60] Итерация [50/51, Loss: 0.0986582487821579, Triplets: 1137\]

Эпоха [38/60] Итерация [0/51, Loss: 0.14054149389266968, Triplets: 4737\]

Эпоха [38/60] Итерация [50/51, Loss: 0.10172051191329956, Triplets: 721\]

Эпоха [39/60] Итерация [0/51, Loss: 0.11167286336421967, Triplets: 1986\]

Эпоха [39/60] Итерация [50/51, Loss: 0.11688053607940674, Triplets: 1257\]

Эпоха [40/60] Итерация [0/51, Loss: 0.11041224002838135, Triplets: 2039\]

Эпоха [40/60] Итерация [50/51, Loss: 0.10901161283254623, Triplets: 695\]

Val accuracy: 0.6131054131054131
Эпоха [41/60] Итерация [0/51, Loss: 0.10688900947570801, Triplets: 1607\]

Эпоха [41/60] Итерация [50/51, Loss: 0.11064060032367706, Triplets: 764\]

Эпоха [42/60] Итерация [0/51, Loss: 0.11080453544855118, Triplets: 2560\]

Эпоха [42/60] Итерация [50/51, Loss: 0.11258356273174286, Triplets: 612\]

Эпоха [43/60] Итерация [0/51, Loss: 0.09038000553846359, Triplets: 1271\]

Эпоха [43/60] Итерация [50/51, Loss: 0.0854625478386879, Triplets: 432\]

Эпоха [44/60] Итерация [0/51, Loss: 0.08492188900709152, Triplets: 959\]

Эпоха [44/60] Итерация [50/51, Loss: 0.08693306148052216, Triplets: 549\]

Эпоха [45/60] Итерация [0/51, Loss: 0.10364491492509842, Triplets: 2290\]

Эпоха [45/60] Итерация [50/51, Loss: 0.12234119325876236, Triplets: 1082\]

Val accuracy: 0.60997150997151
Эпоха [46/60] Итерация [0/51, Loss: 0.10536740720272064, Triplets: 2286\]

Эпоха [46/60] Итерация [50/51, Loss: 0.11596184968948364, Triplets: 860\]

Эпоха [47/60] Итерация [0/51, Loss: 0.15586507320404053, Triplets: 3711\]

